ID,SalePrice
1461,11.57317593
1462,11.71617453
1463,11.70245744
1464,11.78758108
1465,12.21292926
1466,11.86327269
1467,11.56906565
1468,11.76419902
1469,12.01676834
1470,11.37180704
1471,11.81024374
1472,11.38780233
1473,11.41352749
1474,11.73588437
1475,11.82878465
1476,12.80815163
1477,12.34959879
1478,12.70835957
1479,12.54293792
1480,12.95654871
1481,12.56738045
1482,12.13542491
1483,11.71617453
1484,11.91859503
1485,11.8664999
1486,11.9088626
1487,12.57563745
1488,12.39799209
1489,12.0110367
1490,11.83092419
1491,11.91853006
1492,11.5534868
1493,11.83572564
1494,12.39340991
1495,12.41851659
1496,12.35539959
1497,11.90592743
1498,11.84121706
1499,11.84121706
1500,11.66346274
1501,11.80067401
1502,11.76191841
1503,12.48607484
1504,12.17347123
1505,12.40970014
1506,11.95273079
1507,12.00274723
1508,11.88912043
1509,11.8024035
1510,11.60624731
1511,11.6064432
1512,11.8364034
1513,11.88538739
1514,11.86681192
1515,11.80224467
1516,11.7740743
1517,11.54990918
1518,11.9311059
1519,12.31369699
1520,11.5776799
1521,11.61371368
1522,11.86536549
1523,11.58035033
1524,11.46969645
1525,11.44992407
1526,11.4548084
1527,11.23208849
1528,11.62918036
1529,11.59100429
1530,11.80807635
1531,11.66192818
1532,11.54845508
1533,11.75019817
1534,11.63347507
1535,11.69650422
1536,11.52486817
1537,10.86646666
1538,12.11988967
1539,12.08753021
1540,11.66033094
1541,11.74702663
1542,11.67620145
1543,12.26098364
1544,11.02589656
1545,11.47848575
1546,11.4858907
1547,11.58400036
1548,11.74482398
1549,11.41454232
1550,11.66424053
1551,11.52174547
1552,11.65334499
1553,11.77555237
1554,11.72004632
1555,11.98087582
1556,11.63779347
1557,11.72139951
1558,11.39107955
1559,11.66965219
1560,11.68085169
1561,11.78899634
1562,11.54208375
1563,11.53361001
1564,11.76077899
1565,11.59460376
1566,11.84463621
1567,11.12951736
1568,11.88667403
1569,11.51563319
1570,11.45651019
1571,11.62826212
1572,11.58995393
1573,12.41017208
1574,11.62248312
1575,11.86917979
1576,11.84587982
1577,12.01218274
1578,11.74226512
1579,11.63740391
1580,11.92242407
1581,11.44045009
1582,11.56830402
1583,12.60087703
1584,12.18862804
1585,11.61545618
1586,10.93116395
1587,11.40629936
1588,11.55057553
1589,11.39162307
1590,11.46621473
1591,11.47815228
1592,11.55370646
1593,11.60583663
1594,11.71359231
1595,11.70305354
1596,12.44179315
1597,11.70121474
1598,11.89648194
1599,12.06322612
1600,12.12930063
1601,10.89954505
1602,11.53349766
1603,11.21576977
1604,12.39725444
1605,12.31125072
1606,11.63798202
1607,11.93427777
1608,12.03013617
1609,12.0110367
1610,11.52499206
1611,11.54443874
1612,11.80173914
1613,11.75224988
1614,11.53454849
1615,11.33774489
1616,11.33774489
1617,11.33774489
1618,11.53485456
1619,11.55220058
1620,11.84324249
1621,11.62954034
1622,11.64253024
1623,12.41773187
1624,11.88806896
1625,11.61389196
1626,11.82098789
1627,11.78678576
1628,12.31392967
1629,11.89526915
1630,12.54509613
1631,12.33877408
1632,12.395601
1633,11.86715828
1634,11.77770557
1635,11.80251624
1636,11.57012726
1637,11.73840262
1638,12.07474421
1639,11.93637962
1640,12.22121226
1641,11.87585874
1642,11.88647894
1643,12.32395947
1644,12.14632949
1645,11.94640435
1646,11.55101314
1647,11.9991721
1648,11.58095966
1649,11.42969421
1650,11.36019485
1651,11.36019485
1652,11.38780233
1653,11.38780233
1654,11.7705428
1655,11.90144844
1656,11.73588437
1657,11.7705428
1658,11.73588437
1659,11.82878465
1660,11.52757356
1661,12.92856276
1662,12.7166389
1663,12.78795599
1664,12.969833
1665,12.75676483
1666,12.40717829
1667,12.49985736
1668,12.75676483
1669,12.51846366
1670,12.71434643
1671,12.48722726
1672,12.91413264
1673,12.42514085
1674,12.40785524
1675,11.72439425
1676,11.67565197
1677,12.01738319
1678,12.91876721
1679,12.50931052
1680,12.77020453
1681,12.47988826
1682,12.45200198
1683,11.775471
1684,11.94550548
1685,11.76007751
1686,12.01218274
